id,Текст Сообщения,Тематика,Ответственное лицо,Категория
2658,"Заросли, очень много травы",Неудовлетворительное содержание клумб и газонов,Комитет жилищно-коммунального хозяйства города Курска,3
2352,"Добрый день. По адресу ул. Черняховского,  д.33 напротив 6 подъезда располагается линия электропередач со светильников для уличного освещения. Вокруг светильника обросло дерево, из за этого на территорию с торца дома не попадает свет.  И недавно сам светильник упал с кронштейна, висит на проводе и перестал работать.",Неработающее наружное освещение,Администрация города Курска,3
538,"<p>Здравствуйте! Когда в Курске власти наведут порядок с общественным транспортом ? Несколько лет ничего не могут сделать, чтобы в тёмное время не стоять на остановке по 40 минут. Много говорили о новой транспортной сети и результат какой ? На каком этапе сейчас двухуровневая транспортная сеть? В сторону Дериглазова, если и можно уехать после 21.00, то в переполненной маршрутке. Сразу вопрос к соблюдению коронавирусных мер! Как их соблюдать? Но с некоторых остановок совсем нереально уехать. Остановка СХА в сторону Дериглазова - 5 чахлых маршруток проехали и ни одна не остановилась, это нормально ? Как добираться до дома? 40 автобусов новых Москва (с барского плеча) отправила в Курск, на какие маршруты их пустят? &nbsp; &nbsp; &nbsp;</p>",Недостаточное количество транспорта на маршруте при осуществлении муниципальных (пригородных) перевозок,Департамент пассажирского транспорта города Курска,8
2779,Не работает фонарь в сквере `Изумрудный` по направлению к 16 дому,Неработающее наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3
168,"<p>Прошу Вас установить освещение по ул. Энгельса хотя бы на четных опорах, Вы понимаете что освещения можно сказать нету, наши дети ходят в школьному автобусу по темноте, почему там тяжело установить через столб освещение, люди ходят в храм по темноте, да даже там где остановка находится и то, освещения нету&nbsp;</p>",Освещение дорог регионального и межмуниципального значения,Администрация города Льгов,0
1163,<p>Не работает наружнее освещение на улице Союзная 53</p>,Неработающее наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3
2029,В районе дома №38 по улице Косухина выявлены безнадзорные собаки без бирок.,Безнадзорные животные,Администрация города Курска,1
1446,"<p>Уже писала жалобу 142857. И пишу снова! Ваша уборочная техника может нормально чистить дорогу? По этой дороге ездят не только машины, но и ходят люди, потому что другой дороги к домам нет!!! Кучи снега по краю дороги лежит, людям ходить негде! Всё думают только о машинах! Почему нельзя расчистить больше! Теперь по краю дороги 2 кучи снега вдоль дороги после техники. Гора от первой уборки и гора от второй уборки! Скоро дорога от такой халатной уборке станет ещё у́же и людям придется идти по дороге вместе с едущими машинами!!!!&nbsp;</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Центрального округа города Курска,0
1364,<p>Жители деревни 2-е Максимово просят провести очистку &nbsp;и обслуживание грунтовой дороги от трассы ЗВК-031 (соединяющей Воронежскую трассу и посёлок Солнцево) до деревни 2-е Максимово и дорогу между домами в деревне 2-е Максимово.&nbsp;</p>,Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Солнцевского района,0
2417,Закрыт обзор на пешеходном переходе,Пешеходные переходы на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
2495,Детская площадка во дворе школы 59 сломана труба для подъёма.,Неудовлетворительное содержание детской (спортивной) площадки на территории многоквартирных домов,Комитет жилищно-коммунального хозяйства города Курска,3
1894,"Разбита дорога на всем протяжении от трассы до дома пос. Подлесный 1а
Вокруг домов с 1 по 10 ямы как после бомбежки, мы в мирное время живём???? За что мы платим транспортный налог и акцизу на бензин????",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация Курского района,0
996,"<p>Здравствуйте! Я хочу сообщить о проблеме бродячих собак во дворе дома по ул. Республиканской, 8. Сегодня утром они напали на меня, спасибо проходившим мимо людям, которые отпугнули ее. Каждый день я хожу с ребенком и ни раз наблюдала, как они сидят около моей машины. Ведь стерилизация не может защитить от укусов &nbsp;и от получения испуга ребенком и даже взрослым. &nbsp;Очень прошу Вас помочь в решении данной проблемы. Ведь на самом деле это очень серьезно!!!Повторюсь собаки огромные!&nbsp;</p>",Безнадзорные животные,Комитет городского хозяйства города Курска,1
2810,Отсутствие люка и люк сломан. 2 колодца на пересечении Сергеева и Орловской,Отсутствие люков на коммуникационных колодцах,Комитет жилищно-коммунального хозяйства города Курска,3
191,"<p>Стая бродячих собак постоянно пугает, как детей так и взрослых. Прошу принять меры к отлову данной стаи. С данной проблемой я обращаюсь уже год, но ни чего не меняется одни отписки!!!!</p>",Безнадзорные животные,Администрация города Курска,1
2043,Сгоревшие сараи превращённые в свалку. Может пора уже расчистить это место?!,Несанкционированные свалки твёрдых бытовых отходов,Администрация города Курска,16
1701,"<p>Здравствуйте! Прошлой осенью между детским садом №105 и школой №51 проводились ремонтные работы, в ходе которых был поврежден асфальт на пешеходной дорожке. В настоящий момент данный участок представляет собой непролазную грязь. Прошу восстановить асфальтовое покрытие, а так же прилегающие газоны. В приложении отметка на карте.&nbsp;</p>",Несвоевременное восстановление нарушенного благоустройства после проведения ремонтных работ,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3
2617,<p>Провал асфальта в пешеходной зоне</p>,Отсутствие люков на коммуникационных колодцах,Комитет жилищно-коммунального хозяйства города Курска,3
1927,"Добрый день, отсутствие мусорной площадки и мусорных баков по проспекту Дружбы 19д, ближайшая площадка находится у дома проспект Дружбы 19а, до неё около 250-300 метров, что не соответствует нормам. Образовалась свалка мусора за домом 19д, со стороны заправки ЛУКОЙЛ.
Застройщик сдал дом, а о контейнерах не подумал, УК приняла дом с нарушением.",Не соответствующий установленным нормам сбор и вывоз твёрдых бытовых отходов в районах многоквартирных домов,Администрация города Курска,3
500,"<p>В 2020 я писала на ваш сайт об отсутствии дороги по ул. Баклашовка. Д. 1 Моква. Мне прислали ответ, что в 2021 году будет произведен ремонт дороги с помощью программы` Народный бюджет` . но уже середина июня, а работы не начинаются. Прошу разъяснить ситуацию, В 2020 я писала на ваш сайт об отсутствии дороги по ул. Баклашовка. Д. 1 Моква. Мне прислали ответ, что в 2021 году будет произведен ремонт дороги с помощью программы` Народный бюджет` . Но уже середина июня, а работы не начинаются. Прошу разъяснить ситуацию, будет ли ремонт дороги в этом году ?</p>",Отсутствие твёрдого дорожного покрытия на дорогах в границах городских округов и сельских поселений,Администрация Курского района,0
1213,"<p>Обращаюсь по вопросу ремонта дороги к дому по адресу: ул. Мира, д. 8/5. 28.09.2021г. &nbsp;было получено письмо , в тексте которого ,было обещано отремонтировать проблемный участок дороги в срок до 01.11.2021г., но уже 08.11.2021г. дорожное покрытие так и не было восстановлено! В очередной раз убедительно прошу разобраться с нашей проблемой!&nbsp;</p>",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация города Железногорска,0
1486,"<p>Вот так у нас собирают мусор. Не было никакого объявления и предупреждения, что не будет машины которая забирает его. Люди вынесли мусор в положенный день, но машины так и не было. По и тогу на утро такая картина&nbsp;</p>",Несанкционированные свалки твёрдых бытовых отходов,Администрация Горшеченского района,16
2789,Ямы по всей проезжей части 3-го Краснополянского переулка,Нарушение дорожного покрытия (ямы) на дорогах в микрорайонах ИЖС,Комитет дорожного хозяйства города Курска,0
785,"<p>Добрый вечер. Просьба привести в порядок лавочку, установленную возле гостиницы Центральной. Уже почти год как от неё отвалилась часть конструкции, что создаёт неудобство</p>","Неудовлетворительное содержание фасадов зданий и сооружений, общественных мест",Комитет городского хозяйства города Курска,3
75,<p>На участке от д Берегова 5 &nbsp;до &nbsp;д Береговая 17 &nbsp; неизвестная компания &nbsp; вывозила сухостой &nbsp;завалила мусоров все дорожное полотно и не убрали &nbsp; ( предположительно собственник земельного участка вдоль это дорожного полотна от Береговой 5 до Береговой 17)</p>,Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0
2059,"Что за экономия (всегда вкл в 9 и в 11 выкл) и так весь льгов, наружнее освещение",Неработающее наружное освещение,Администрация города Льгов,3
1009,"<p>16 июня в соответствии с графиком отключения по данному адресу прекратили подачу горячей воды, которая не восстановлена до настоящего момента. &nbsp;На данный момент, в период снижения среднесуточной температуры, такая ситуация осложняет возможность не только проведения гигиенических процедур, но и другие аспекты быта. Комитет ЖКХ на просьбы повлиять на ситуацию отвечает, что теплоснабжение будет восстановлено 30, а на данный момент подача воды осуществляется по обратному трубопроводу. В действительности вместо горячей или хотя бы теплой воды дом снабжается водой холодной.&nbsp;</p><p>Прошу помощи в решении данной проблемы.</p>",Некачественное водоснабжение многоквартирного дома,Комитет жилищно-коммунального хозяйства города Курска,3
206,<p>Этот столб скоро упадет. Расположение: после черты города Курска за проспектом Дериглазово и не доезжая полигона ТБО в Чаплыгино.</p>,"Нарушения, связанные с содержанием электросети и качеством энергоснабжения в районе частного сектора",Администрация Курского района,3
2493,"Добрый день. Уточните, есть ли в этом месте пешеходный переход (для пересечения ул. Садовой по ул. Радищева)? На Яндекс.картах указано, что есть. На практике, на месте нет ни светофора для пешеходов, ни зебры, ни доступного для обозрения пешеходов   знака.",Светофоры на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
1555,"<p>Напротив дома находится не понятно к чьей ведомости относящийся люк, его накрыли куском плиты, всё это никак не закреплено. Просим привести в надлежаший порядок данный люк.&nbsp;</p>",Отсутствие люков на коммуникационных колодцах,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3
93,<p>Прошу Вас пустить один рейс в день по маршруту Льгов 2- ЖД вокзал-Льгов 2. Отправлением с остановки Льгов 2 в 10:00 и отправлением с остановки Льгов 1 в 19:10. Прошу поставить на маршрут перевозчика Татаренко М. В&nbsp;</p>,Недостаточное количество транспорта на маршруте при осуществлении муниципальных (пригородных) перевозок,Администрация города Льгов,8
886,<p>Хотелось бы что бы РЖД установила на станции Лукашевка “умную систему” оповещения для пассажиров. Хотелось бы увидеть в здании вокзала какую нибудь картинную галерею посвещенную железной дороге и региону в целом.&nbsp;</p>,Неудовлетворительное санитарное или техническое состояние вагонов,Комитет транспорта и автомобильных дорог Курской области,8
2940,"Здравствуйте,подскажите пожалуста,когда в нашем доме дадут отопление,в квартире невозможно холодно",Нарушение теплоснабжения многоквартирного дома,Комитет жилищно-коммунального хозяйства города Курска,3
1071,<p>Сухое дерево. Второй год стоит сухое дерево. Обрашаюсь повторно. Обещали после урагана спилить.&nbsp;</p>,Аварийные деревья,Комитет городского хозяйства города Курска,3
871,"<p>Добрый день. Ещё у одного люка в конце улицы генерала Григорова рассыпалось бетонное основание, крышка люка упала внутрь. Фото прилагаю</p>",Отсутствие люков на коммуникационных колодцах,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3
181,"<p>Продавцы &nbsp;с “ Птичьего рынка” ( центральный рынок) и так же покупатели справляют свои естественные надобности &nbsp; прямо под забором рынка &nbsp; &nbsp; Директору “ Центрального рынка” &nbsp;предлагали установить биотуалеты &nbsp;ну ни какого результата нет &nbsp;Летом такая вонь, что пройти не возможно</p>",Неприятные запахи,Администрация города Курска,16
2507,"На пешеходном переходе в районе перекрёстка улиц 50 лет Октября и Дзержинского с апреля 2021 года не работает индикация зеленого сигнала пешеходного светофора, ориентированного на пешеходов, переходящих проезжую часть улицы 50 лет Октября и расположенного в районе дома №2-Б по улице 50 лет Октября. В ответе на сообщение №88040 сообщалось о восстановлении его работы до конца мая, однако по состоянию на 17 июля 2021 года пешеходный светофор по-прежнему не работает. Прошу привести работу пешеходного светофора в нормативное состояние.",Светофоры на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
2821,"Некачественная вода  многоквартирном доме по адресу Димитрова 93 1 подьезд.В холодный кран несколько раз в день ,в том числе и ночью поступает горячая вода.Как утверждает УК,это проблема со стояками.( Но и этого проверить никто не хочет)Но это проблема  по разным стоякам подъезда.Получается мы пьем техническую воду.Нас целенаправленно травят.Прошу провести проверку,на оценку качества питьевой воды из холодного крана.Устранить неисправности.Дать воду за которую мы платим,а не травить людей техническими отходами",Некачественное водоснабжение многоквартирного дома,Государственная жилищная инспекция Курской области,3
144,<p><strong>На улице Крюкова установили много знаков остановка запрещена не создав при этом дополнительных парковочных мест&nbsp;</strong></p>,Дорожные знаки на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0
1402,"<p>От улицы Ломакина, до трассы Е38. &nbsp;Не очищен снег, не посыпано реагентом. Скользко и трудно подниматься на уклон, и не безопасно спускаться.&nbsp;</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Комитет транспорта и автомобильных дорог Курской области,0
2095,"Здравствуйте, постоянная грязь от мусорных баков соседнего дома, они не огорожены и постоянно переполнены!!!",Некачественная уборка дворовой территории многоквартирных домов,Администрация города Курска,3
2060,"При отключении горячей воды из крана льётся грязная горячая вода,которую невозможно использовать по назначению.Чтобы слить воду плохого качества уходит несколько часов.",Некачественное водоснабжение многоквартирного дома,Государственная жилищная инспекция Курской области,3
1681,<p>Отсутствует крышка люка&nbsp;</p>,Отсутствие люков на коммуникационных колодцах,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3
884,"<p>В 2021 году, в связи с проведением дорожных работ, на перекрестке&nbsp; улиц &nbsp;Дзержинского и Овечкина был установлен дорожный знак `Остановка и стоянка запрещена`.&nbsp;</p><p>По окончании работ знак остается на месте.</p><p>Улица Дзержинского является одной из центральных улиц города Курска, но причине отсутствия парковочных мест в данном районе создаются определенные неудобства из за установленного дорожного знака.&nbsp;</p><p>Припаркованные &nbsp;на данном участке дороги автомобили не создавали никакого неудобства, т.к. ширины проезжей части вполне хватает для парковки.</p><p>Прошу разобраться в сложившейся ситуации и убрать знак `Остановка и стоянка запрещена` с пересечения улиц &nbsp;Дзержинского и Овечкина.</p>",Парковки на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
1592,"<p><br><br><span style=`background-color:rgb(41,45,54);color:rgba(255,255,255,0.75);`>--Добрый, день. Прошу объяснить такие нечеловечески долги сроки в оформлении группы инвалидности.&nbsp;</span></p><p>15 декабря 2021 сдали все документы в&nbsp; Курчкую поликлинику №1 им. Короткова, онколог у для оформления группы инвалидности (Секачеву Игорю Михайловичу, 10.10.1962г.р.) - рак желудка. До сегодняшнего дня никаких результатов. Звонили на втек - сказали документов нет, онколог говорит ждите. Только чего ждать.&nbsp; Отец не работает, ему тяжело ходить и передвигаться, не пенсионер, на какие средства ему жить и ждать пока установят группу и начнут платить пенсию?&nbsp; Прошу обратить на эту ситуацию внимание.&nbsp;</p><p>Секачев Игорь Михайлович. Г. Курск, ул. Домостроителей, 10, кв. 1. <a href=`tel:+79307620921`>+79307620921</a></p>","Нарушения в вопросах установления инвалидности, обеспечения средствами реабилитации",Комитет здравоохранения Курской области,4
2676,"Свалка, мусор и деревья",Несанкционированные свалки твёрдых бытовых отходов,Комитет жилищно-коммунального хозяйства города Курска,16
400,"<p>Добрый день, в нашем поселке нет дорожного покрытия, и когда будут прокладывать асфальт-не понятно. Не могли бы вы привезти старый снятый асфальт с других улиц, на наш поселок Авитор-2. Заранее спасибо!</p>",Отсутствие твёрдого дорожного покрытия на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0
2219,"Полтора месяца назад на улице Кольцевая прорвало заводскую канализацию. Приехали рабочие, раскопали и все это стоит до сих пор в таком виде. На всю улицу стоит невыносимая вонь. Ежедневно мимо этой ямы дети идут в школу, гуляют. Прошу принять меры и устранить данную проблему",Неприятные запахи,Администрация города Курска,16
2497,"Разрыто дорожное полотно уже более 6 месяцев, почему не приводят в порядок?",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
1515,"<p>Подъезд к женской консультации N6 не очищена, глубина ледяной колеи более 10см. Также и тротуар в плачевном неубранном состоянии. Человеку с больными ногами идти одно мучение.</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Железнодорожного округа города Курска,0
1632,<p>Прошу Вас провести уборку улицы Октябрьская &nbsp;и выпилить дикорастущий клеен возле опорв ЛЭП. Также надо покрасить опоры ЛЭП.&nbsp;</p>,Не соответствующий установленным нормам сбор и вывоз твёрдых бытовых отходов в районах многоквартирных домов,Администрация Железнодорожного округа города Курска,3
383,"<p>Здравствуйте. Уже несколько недель на Майском бульваре города Курска нет освещения, вечером идти невозможно, ничего не видно.&nbsp;</p>",Неработающее наружное освещение,Администрация города Курска,3
505,<p>В доме по ул. Обоянская 14а разрушается плита перекрытия и ей вскоре не на чем будет лежать!плита &nbsp;просто упадет с 9 этажа на кого-нибудь! За зиму &nbsp;2020-2021 гг уже огромный кусок отвалился! Управляющая компания отказывается проводить текущий ремонт! Помогите!&nbsp;</p>,Несвоевременный (некачественный) текущий ремонт многоквартирного дома,Государственная жилищная инспекция Курской области,3
2058,"Здравствуйте.  Ранее обращались с жалобой на отсутствие ЖНВЛП под названием инфликсимаб для моего супруга  . Пришёл ответ, что данного препарата на территории РФ нет .  Как такое возможно ,если в интернет источнике производителем является ЗАО Биокад - российская компания?!
Разъясните пожалуйста кто является изготовителем препарата инфликсимаб ??
Замена препарата невозможна в связи с неэффективностью .",Нарушения связанные с обеспечением лекарственными средствами,Комитет здравоохранения Курской области,4
640,"<p>Маршруты авто бусов 267,254,267 `а` ходят очень редко. Дачникам приходится ждать от40 минут и до часа. А от `Абхазии ` больше доехать нечем. Эти автобусы нельзя отследить по моб., как это делают другие маршруты.Один из водителей данного автобуса сказал, что хозяин требует дневную выручку , а дальше свободное время водителей. Вот и стоят пассажиры , ждут, а маршруток нет. Мы не знаем, куда звонить о этом безобразии поэтому написали Вам. Помогите нам!`</p>",Недостаточное количество транспорта на маршруте при осуществлении муниципальных (пригородных) перевозок,Комитет транспорта и автомобильных дорог Курской области,8
1184,<p>Во втором подъезде дома №3 по улице Герцена уже несколько недель невыносимый запах канализации.</p>,Неприятные запахи,Государственная жилищная инспекция Курской области,16
2566,Не работает освещение от ТЦ Триумф до начала домма 72к на К. Маркса 5 фонарей,Неработающее наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3
549,"<p>Добрый день! По липовой аллее (дублер улицы Союзная на участке: фитнесс центр “Трио океана - парк - храм) ранее была установлена пешеходная зона со знаками ”Пешеходная зона` в начале и в конце участка), но знак в начале участке исчез (скриншот фото где он был прилагается). При этом аллея очень популярна у детей и взрослых для велосипедных прогулок и катания на самокатах и роликах. Сейчас пешеходная зона превратилась в дорогу с довольно интенсивным движением, что неминуемо приведет к ДТП с жертвами. Прошу восстановить знак “Пешеходная зона” и усилить контроль со стороны ГИБДД за соблюдением правил ПДД, одного экипажа ДПС в течении вечера будет достаточно для восстановления популярного у жителей округа места отдыха. Спасибо.</p>",Дорожные знаки на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0
2007,"Не восстановленное после ремонтных работ дорожное покрытие и газон. Работало Квадра зимой. Вьезд к дому хуторская 4, со стороны хуторская 10, рядом с мусорными контейнерами",Несвоевременное восстановление нарушенного благоустройства после проведения ремонтных работ,Администрация города Курска,3
2551,"Вонь из подвала фекалиями, в квартире воняет, невозможно открыть окно, УК не реагирует несколько лет, вонь не уходит, кто за это ответит?",Несвоевременный (некачественный) текущий ремонт многоквартирного дома,Комитет жилищно-коммунального хозяйства города Курска,3
1467,"<p>Не могу проехать к своему дому, сильный ветер замел дорогу снегом.&nbsp;</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Центрального округа города Курска,0
201,"<p>Сообщаю о появившемся неприятном запахе от Грибной радуги. Вонь появилась 06.03.21 поздним вечером и продолжается до момента отправки сообщения, окно в доме открыть невозможно</p>",Неприятные запахи,Комитет природных ресурсов Курской области,16
2183,Прошлой осенью установили новые фонари на старых столбах но линию к электричеству так и не подключили . Дорога относится к городу. Только провели и подключили новые столбы освещения по улице Чайковского - мы надеялись что подключат и эти столбы. Прошу принять меры по подключению городского освещения!,Освещение дорог в границах городских округов и сельских поселений,Администрация города Курска,0
1027,"<p>Центральная больница, дорожное покрытие, трава в тротуарной плитке, недостроенные дорожки, недостроенные дороги внутри больницы, ямы, грязь вместо дорог в больнице, одно и тоже годами</p>",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Комитет здравоохранения Курской области,0
697,<p>Прошу Вас установить освещения в пос. Карла Либкнехта на ул. Свободы.&nbsp;</p>,Освещение дорог в границах городских округов и сельских поселений,Администрация Курчатовского района,0
1390,"<p>в 16:30 111января пропала электроэнергия. дозвонится до аварийной службы невозможно.350911</p><p>когда будет свет?<br><br>на улице зима, дома дети и пенсионеры!!!</p>","Нарушения, связанные с содержанием электросети и качеством энергоснабжения в районе частного сектора",Комитет жилищно-коммунального хозяйства города Курска,3
1549,"<p>Добрый день. Прошу Вас разъяснить мне порядок оформления инвалидности моей маме Токаревой Анне Михайловне 07.02.1942 года рождения. В 2015 году у нее случился инсульт, после которого начала проявляться деменция, диагноз поставил в 2018году невролог Харченко С.Н. в ООО “Семейная клиника”, из-за пандемии обратились в ОБУЗ “Курский клинический психоневрологический диспансер” и 11.11.2021г врач Шикарева Анна Алексеевна справкой подтвердила диагноз: сосудистая деменция. Оформление группы начали по месту проживания мамы, в поликлинике №6, но документы нам вернули без объяснения причины. Отправили с этим вопросом в ОБУЗ “Курский клинический психоневрологический диспансер”&nbsp;.</p><p>В 2021году мама перенесла кононовирусную инфекцию, находилась на лечении в ОБУЗ “Областная клиническая инфекционная больница им. Н.А.Семашко” с 01.10. по 12.10., после чего ее состояние изменилось в худшую сторону. Прошу помощи.</p>","Нарушения в вопросах установления инвалидности, обеспечения средствами реабилитации",Комитет здравоохранения Курской области,4
1427,"<p><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`>&nbsp;Добрый день! Ранее я направлял Вам обращение по следующей проблеме: Не&nbsp;освещён пешеходный переход через 50лет Октября в&nbsp;районе «Пятёрочки» (кафе Абхазия). В&nbsp;вечернее время&nbsp;— полная темнота. Фонарь имеется, но&nbsp;не&nbsp;горит. Я думаю нужно поменять перегоревшую лампу. Моему сообщению был присвоен номер 77132. Я был уверен, что моё обращение находится на доработке, так как проблема решена не была, и 05.04.2021г по электронной почте мне было сообщено, что &nbsp;</span><a href=`https://mail.yandex.ru/re.jsx?uid=52062469&amp;mid=175640385467491269&amp;c=LIZA&amp;cv=28.2.1&amp;h=a,TD49FOcAeVHDdcr38-sLAA&amp;l=aHR0cHM6Ly92bWVzdGU0Ni5ydS9wcm9ibGVtcy9wYXJ0aWN1bGFyLzc3MTMy`><span style=`color:hsl(0, 0%, 0%);`>сообщение №77132</span></a><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`> отправлено на доработку и будет рассмотрено в соответствии с </span><a href=`https://vmeste46.ru/o-portale/reglament-obrabotki-i-publikacii-informacii`><span style=`color:hsl(0, 0%, 0%);`>Регламентом обработки и публикации информации на портале</span></a><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`>. Каково же было моё изумление, когда я увидел, что проблема закрыта как решённая, без подтверждения заявителем и прикрепления подтверждающих фотоматериалов. Проблема до сих пор не решена, &nbsp;закрытие проблемы не обосновано. Прошу Вас вернутся к решению проблемы! После решения - прикрепите пожалуйста подтверждающие фотоматериалы.</span><br><br data-cke-filler=`true`></p>",Пешеходные переходы на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0
